creditscore,geography,gender,age,tenure,balance,numofproducts,has_credit_card,is_active_member,estimatedsalary,churn,complain,satisfaction_score,card_type,point_earned,age_group,tenure_group,high_balance_flag,engagement_score,low_satisfaction_flag,single_product_flag,salary_segment,risk_score,churn_probability,risk_segment
640,France,Female,50,9,117565.03,2,0,0,82559.77,0,0,4,GOLD,463,Senior,Established,1,1,0,0,Medium,1,0.7476939848624297,High Risk
684,France,Female,38,5,133189.4,1,0,0,127388.06,0,0,4,PLATINUM,762,Mid-Age,Early,1,1,0,1,Medium,2,0.1960519686635544,Low Risk
495,Germany,Male,39,8,120252.02,2,1,1,10160.23,0,0,1,GOLD,781,Mid-Age,Established,1,3,1,0,Low,1,1.4558332650050136e-06,Low Risk
559,Germany,Female,28,3,152264.81,1,0,0,64242.31,0,0,1,DIAMOND,908,Young,Early,1,1,1,1,Low,3,0.017122569348589408,Low Risk
684,France,Male,38,5,105069.98,2,1,1,198355.28,0,0,2,PLATINUM,862,Mid-Age,Early,1,3,1,0,High,1,1.4393815014549254e-06,Low Risk
613,France,Male,42,7,115076.06,1,1,1,79323.61,0,0,1,SILVER,589,Mid-Age,Established,1,3,1,1,Medium,2,6.046950262991887e-07,Low Risk
794,France,Male,30,8,0.0,2,1,1,24113.91,0,0,3,DIAMOND,368,Young,Established,0,3,0,0,Low,0,7.058441289743846e-06,Low Risk
736,France,Female,42,7,117280.23,3,0,0,41921.06,1,1,5,GOLD,788,Mid-Age,Established,1,0,0,0,Low,1,0.99999335668553,High Risk
692,Germany,Male,49,6,110540.43,2,0,1,107472.99,0,0,1,PLATINUM,891,Senior,Established,1,2,1,0,Medium,1,0.0008080793546105516,Low Risk
703,Spain,Male,36,7,135095.47,1,1,0,143859.66,0,0,2,SILVER,764,Mid-Age,Established,1,2,1,1,High,3,7.608872806677216e-05,Low Risk
720,Germany,Male,23,0,187861.18,2,1,1,104120.17,0,0,4,GOLD,664,Young,,1,3,0,0,Medium,0,7.036454343362639e-05,Low Risk
777,Germany,Male,44,3,124655.59,2,0,1,79792.3,0,0,4,GOLD,372,Mid-Age,Early,1,2,0,0,Medium,0,0.007370037705017261,Low Risk
653,France,Male,44,8,0.0,2,1,1,154639.72,0,0,3,PLATINUM,382,Mid-Age,Established,0,3,0,0,High,0,9.826733394139364e-06,Low Risk
552,France,Female,38,9,134105.01,1,0,0,57850.1,0,0,2,SILVER,751,Mid-Age,Established,1,1,1,1,Low,3,0.013649386520718176,Low Risk
708,France,Female,34,4,0.0,1,1,1,62868.33,0,0,3,GOLD,578,Mid-Age,Early,0,3,0,1,Low,1,1.2285620166671769e-05,Low Risk
647,France,Female,40,9,0.0,2,0,1,92357.21,0,0,1,GOLD,852,Mid-Age,Established,0,2,1,0,Medium,1,4.979417850642614e-05,Low Risk
597,Germany,Male,52,8,83693.34,2,1,1,161083.53,0,0,3,GOLD,603,Senior,Established,0,3,0,0,High,0,0.0002639588374142287,Low Risk
501,France,Male,42,9,114631.23,1,0,1,91429.74,0,0,4,SILVER,450,Mid-Age,Established,1,2,0,1,Medium,1,0.0015002634990441367,Low Risk
709,France,Male,44,9,128601.98,1,1,0,117031.2,0,0,4,GOLD,223,Mid-Age,Established,1,2,0,1,Medium,2,0.002120689226409571,Low Risk
621,Germany,Female,34,2,91258.52,2,1,0,44857.4,0,0,2,DIAMOND,607,Mid-Age,New,0,2,1,0,Low,2,0.0006160728317990661,Low Risk
799,France,Male,70,8,70416.75,1,1,1,36483.52,0,0,4,PLATINUM,958,Elder,Established,0,3,0,1,Low,1,0.0001433971883342058,Low Risk
675,France,Female,33,6,0.0,2,1,0,34045.61,0,0,1,DIAMOND,872,Mid-Age,Established,0,2,1,0,Low,2,6.688588353710753e-05,Low Risk
561,France,Female,35,5,0.0,2,1,0,59981.62,0,0,2,PLATINUM,598,Mid-Age,Early,0,2,1,0,Low,2,0.0001596314291226025,Low Risk
707,France,Female,42,10,0.0,2,1,1,152944.39,0,0,4,SILVER,845,Mid-Age,Established,0,3,0,0,High,0,4.4535429746505945e-05,Low Risk
670,France,Male,33,6,88294.6,1,1,0,66979.06,0,0,4,PLATINUM,222,Mid-Age,Established,0,2,0,1,Low,2,0.0011775438584387407,Low Risk
649,Spain,Female,32,7,0.0,1,1,0,28797.32,0,0,4,PLATINUM,537,Mid-Age,Established,0,2,0,1,Low,2,0.0012984177271348411,Low Risk
524,France,Male,28,1,93577.3,1,1,1,51670.82,0,0,5,PLATINUM,744,Young,New,0,3,0,1,Low,1,3.900404169532195e-05,Low Risk
689,Germany,Female,30,5,136650.89,1,1,1,41865.72,1,1,1,PLATINUM,432,Young,Early,1,2,1,1,Low,2,0.24652340290858527,Low Risk
573,Spain,Female,72,8,98765.84,1,1,1,96015.53,0,0,1,PLATINUM,255,Elder,Established,1,3,1,1,Medium,2,8.220280742535286e-06,Low Risk
657,France,Male,33,1,84309.57,2,0,0,103914.4,0,0,2,SILVER,772,Mid-Age,New,0,1,1,0,Medium,2,0.006109706098492907,Low Risk
686,Spain,Male,39,10,136258.06,1,0,0,89199.51,0,0,2,PLATINUM,232,Mid-Age,Established,1,1,1,1,Medium,3,0.0037023203859474505,Low Risk
683,France,Female,29,9,0.0,2,1,1,48849.89,0,0,3,GOLD,468,Young,Established,0,3,0,0,Low,0,1.2614850505158793e-05,Low Risk
753,Germany,Female,47,1,131160.85,1,1,0,197444.69,0,0,3,DIAMOND,482,Senior,New,1,2,0,1,High,2,0.056128974569376565,Low Risk
520,Spain,Female,30,4,145222.99,2,0,0,145160.96,0,0,3,GOLD,779,Young,Early,1,1,0,0,High,1,0.11399974034817513,Low Risk
547,Germany,Male,25,4,98141.57,2,1,1,52309.8,0,0,2,SILVER,837,Young,Early,1,3,1,0,Low,1,2.843224572511466e-06,Low Risk
653,France,Male,47,6,0.0,1,1,0,50695.93,1,1,2,SILVER,622,Senior,Established,0,1,1,1,Low,3,0.9874634810030896,High Risk
648,Spain,Female,28,9,102282.61,1,1,1,157891.11,0,0,1,DIAMOND,472,Young,Established,1,3,1,1,High,2,6.685777724902349e-07,Low Risk
639,France,Female,37,4,116121.84,2,0,1,181850.74,0,0,1,PLATINUM,503,Mid-Age,Early,1,2,1,0,High,1,0.000105625360183894,Low Risk
711,France,Female,25,5,190066.54,1,0,0,51345.39,1,1,5,GOLD,303,Young,Early,1,0,0,1,Low,2,0.999986675929171,High Risk
484,Germany,Female,55,8,149349.58,3,0,0,137519.92,1,1,5,PLATINUM,760,Senior,Established,1,0,0,0,High,1,0.9999997667132525,High Risk
721,France,Male,36,1,155176.83,2,1,1,49653.37,0,0,5,SILVER,667,Mid-Age,New,1,3,0,0,Low,0,8.772407697694958e-05,Low Risk
548,Germany,Male,32,2,98986.28,1,1,1,55867.38,0,0,4,DIAMOND,315,Mid-Age,New,1,3,0,1,Low,1,4.791372226882652e-05,Low Risk
679,France,Male,41,8,147726.98,3,1,0,172749.4,1,1,1,DIAMOND,575,Mid-Age,Established,1,1,1,0,High,2,0.919757487374295,High Risk
553,France,Male,41,1,0.0,2,1,0,90607.31,0,0,2,PLATINUM,534,Mid-Age,New,0,2,1,0,Medium,2,0.00010522922499193218,Low Risk
757,France,Male,36,7,144852.06,1,0,0,130861.95,0,0,2,SILVER,575,Mid-Age,Established,1,1,1,1,Medium,3,0.005898603605036971,Low Risk
581,France,Male,54,4,89299.81,1,0,0,5558.47,1,1,4,PLATINUM,269,Senior,Early,0,0,0,1,Low,2,0.9999945624905792,High Risk
718,Spain,Male,40,9,0.0,2,0,0,121537.91,0,0,4,GOLD,299,Mid-Age,Established,0,1,0,0,Medium,1,0.05949770605203387,Low Risk
625,France,Male,41,6,97663.16,2,1,0,57128.78,0,0,4,DIAMOND,688,Mid-Age,Established,1,2,0,0,Low,1,0.0029469533000390166,Low Risk
744,Spain,Male,39,4,95161.75,1,1,0,19409.77,0,0,3,GOLD,920,Mid-Age,Early,0,2,0,1,Low,2,0.0005333541844228665,Low Risk
799,Germany,Male,31,9,154586.92,1,0,1,88604.89,1,1,4,SILVER,665,Mid-Age,Established,1,1,0,1,Medium,1,0.9959868622073029,High Risk
751,Spain,Female,34,8,127095.14,2,0,0,479.54,0,0,2,DIAMOND,995,Mid-Age,Established,1,1,1,0,Low,2,0.010696411179799987,Low Risk
781,Germany,Male,35,7,92526.15,2,1,1,173837.54,0,0,5,SILVER,534,Mid-Age,Established,0,3,0,0,High,0,0.00012949787051579035,Low Risk
777,Germany,Female,46,0,107362.8,1,1,0,487.3,0,0,1,SILVER,258,Senior,,1,2,1,1,Low,3,0.0036469271475843426,Low Risk
704,Spain,Female,24,2,0.0,1,1,0,35600.25,1,1,3,PLATINUM,443,Young,New,0,1,0,1,Low,2,0.9861822644310647,High Risk
539,France,Female,47,2,127286.04,2,1,1,166929.43,1,1,1,DIAMOND,551,Senior,New,1,2,1,0,High,1,0.6992451557525633,High Risk
716,France,Female,29,6,0.0,2,1,1,98998.61,0,0,2,DIAMOND,545,Young,Established,0,3,1,0,Medium,1,2.0880864932393605e-06,Low Risk
670,France,Male,37,2,0.0,2,1,1,54229.74,0,0,5,SILVER,407,Mid-Age,New,0,3,0,0,Low,0,5.245698836803066e-05,Low Risk
555,France,Male,40,10,139930.18,1,1,1,105720.09,0,0,1,SILVER,872,Mid-Age,Established,1,3,1,1,Medium,2,4.2625671007532466e-07,Low Risk
679,Germany,Female,30,4,77949.69,1,1,1,121151.46,0,0,4,SILVER,791,Young,Early,0,3,0,1,Medium,1,9.531491535129189e-05,Low Risk
571,France,Male,38,1,121405.04,1,1,1,154844.22,0,0,4,GOLD,585,Mid-Age,New,1,3,0,1,High,1,2.9626919737951195e-05,Low Risk
512,Spain,Female,35,5,124580.69,1,1,1,18785.48,0,0,2,SILVER,428,Mid-Age,Early,1,3,1,1,Low,2,2.1545793893649037e-06,Low Risk
697,France,Male,35,5,133087.76,1,1,0,64771.61,0,0,1,GOLD,373,Mid-Age,Early,1,2,1,1,Low,3,4.070174604906967e-05,Low Risk
424,Spain,Male,34,7,0.0,1,1,1,16250.61,0,0,4,PLATINUM,640,Mid-Age,Established,0,3,0,1,Low,1,7.390398917875157e-06,Low Risk
684,France,Female,43,7,0.0,2,1,0,131093.99,0,0,5,PLATINUM,358,Mid-Age,Established,0,2,0,0,Medium,1,0.00926653211168681,Low Risk
697,Spain,Male,62,7,0.0,1,1,0,129188.18,1,1,4,DIAMOND,547,Elder,Established,0,1,0,1,Medium,2,0.9985999922669268,High Risk
580,Germany,Male,45,8,103741.14,1,1,0,47428.73,1,1,4,GOLD,799,Mid-Age,Established,1,1,0,1,Low,2,0.998450502244038,High Risk
600,France,Female,32,7,98877.95,1,1,0,132973.21,0,0,4,DIAMOND,668,Mid-Age,Established,1,2,0,1,High,2,0.0033350714216122904,Low Risk
521,France,Male,37,5,105843.26,2,1,1,84908.2,0,0,3,SILVER,751,Mid-Age,Early,1,3,0,0,Medium,0,1.1086798710988192e-05,Low Risk
664,Spain,Male,44,7,77526.66,3,0,0,57338.56,1,1,5,DIAMOND,339,Mid-Age,Established,0,0,0,0,Low,1,0.9999806587296992,High Risk
634,France,Male,77,5,0.0,2,1,1,161579.85,0,0,5,PLATINUM,398,Elder,Early,0,3,0,0,High,0,0.0007810562003380863,Low Risk
445,France,Female,33,7,0.0,2,1,0,122625.68,0,0,1,DIAMOND,894,Mid-Age,Established,0,2,1,0,Medium,2,5.6043567791348205e-05,Low Risk
702,Germany,Female,36,2,105264.88,2,1,1,52909.87,0,0,3,GOLD,898,Mid-Age,New,1,3,0,0,Low,0,6.017509709897106e-05,Low Risk
485,France,Male,37,5,0.0,2,0,1,170226.47,0,0,4,SILVER,735,Mid-Age,Early,0,2,0,0,High,0,0.0013382330281707447,Low Risk
582,Germany,Female,40,3,110150.43,1,1,1,191757.65,1,1,1,GOLD,686,Mid-Age,Early,1,2,1,1,High,2,0.3240068274858965,Medium Risk
605,Spain,Female,57,2,0.0,3,1,0,66652.75,1,1,3,PLATINUM,502,Senior,New,0,1,0,0,Low,1,0.9996417476329312,High Risk
628,France,Male,25,7,0.0,2,1,1,195977.75,0,0,2,PLATINUM,495,Young,Established,0,3,1,0,High,1,6.510264340487049e-07,Low Risk
604,Spain,Female,28,6,0.0,2,1,1,69056.26,0,0,4,SILVER,634,Young,Established,0,3,0,0,Medium,0,2.5982934693657586e-05,Low Risk
724,Germany,Male,31,9,138166.3,1,1,0,12920.43,0,0,5,PLATINUM,376,Mid-Age,Established,1,2,0,1,Low,2,0.00608425211644937,Low Risk
567,Germany,Male,40,7,122265.24,1,1,0,138552.74,0,0,1,SILVER,433,Mid-Age,Established,1,2,1,1,High,3,0.0001383027760008585,Low Risk
779,Spain,Female,55,0,133295.98,1,1,0,22832.71,1,1,2,DIAMOND,384,Senior,,1,1,1,1,Low,3,0.9981957498022472,High Risk
785,France,Male,36,2,0.0,1,0,1,61811.1,0,0,2,PLATINUM,607,Mid-Age,New,0,2,1,1,Low,2,4.5858540749569776e-05,Low Risk
563,France,Female,32,0,148326.09,1,1,0,191604.27,1,1,3,GOLD,356,Mid-Age,,1,1,0,1,High,2,0.9966370019245894,High Risk
821,Germany,Female,31,2,68927.57,1,1,1,25445.0,0,0,4,GOLD,369,Mid-Age,New,0,3,0,1,Low,1,7.763723868429575e-05,Low Risk
747,France,Female,47,5,139914.6,4,0,1,129964.56,1,1,5,DIAMOND,230,Senior,Early,1,1,0,0,Medium,0,0.9999538379405485,High Risk
600,Germany,Female,58,8,118723.11,1,0,0,6209.51,1,1,3,SILVER,313,Senior,Established,1,0,0,1,Low,2,0.9999983242725864,High Risk
625,Spain,Male,32,7,106957.28,1,1,1,134794.02,0,0,2,SILVER,470,Mid-Age,Established,1,3,1,1,High,2,7.191607206554131e-07,Low Risk
773,France,Female,41,7,190238.93,1,1,1,57549.65,0,0,2,DIAMOND,862,Mid-Age,Established,1,3,1,1,Low,2,4.007520471520788e-06,Low Risk
726,France,Female,53,1,113537.73,1,0,1,28367.21,0,0,4,GOLD,276,Senior,New,1,2,0,1,Low,1,0.05149259721805727,Low Risk
641,Spain,Female,40,4,101090.27,1,1,1,51703.09,0,0,5,GOLD,447,Mid-Age,Early,1,3,0,1,Low,1,0.00011077115493983355,Low Risk
649,France,Female,46,2,0.0,2,1,1,66602.7,0,0,3,SILVER,499,Senior,New,0,3,0,0,Low,0,0.00018759321683380122,Low Risk
434,Spain,Male,33,3,0.0,1,1,1,2739.71,0,0,5,PLATINUM,556,Mid-Age,Early,0,3,0,1,Low,1,2.2001433479189272e-05,Low Risk
738,France,Female,38,7,0.0,2,0,0,69227.42,0,0,2,PLATINUM,677,Mid-Age,Established,0,1,1,0,Medium,2,0.010048192960237002,Low Risk
762,Spain,Female,60,10,168920.75,1,1,0,31445.03,1,1,4,SILVER,909,Senior,Established,1,1,0,1,Low,2,0.9998403778300897,High Risk
507,Germany,Male,31,9,111589.67,1,1,0,150037.19,0,0,2,PLATINUM,473,Mid-Age,Established,1,2,1,1,High,3,0.00013856526976273954,Low Risk
606,Germany,Female,27,6,172310.33,1,0,1,111448.92,0,0,4,DIAMOND,232,Young,Established,1,2,0,1,Medium,1,0.008003937530503795,Low Risk
655,Germany,Male,34,7,118028.35,1,1,0,51226.32,1,1,2,SILVER,573,Mid-Age,Established,1,1,1,1,Low,3,0.9610407954438566,High Risk
697,Germany,Male,51,1,147910.3,1,1,1,53581.14,0,0,4,DIAMOND,639,Senior,New,1,3,0,1,Low,1,0.0008620962088383265,Low Risk
504,Germany,Male,42,7,131287.36,2,1,1,149697.78,0,0,4,GOLD,809,Mid-Age,Established,1,3,0,0,High,0,8.845060877773274e-05,Low Risk
653,France,Female,74,0,121276.32,1,1,1,160348.31,0,0,3,GOLD,582,Elder,,1,3,0,1,High,1,0.0005060471782109936,Low Risk
660,Spain,Male,38,6,109869.32,1,1,1,154641.91,0,0,3,PLATINUM,688,Mid-Age,Established,1,3,0,1,High,1,6.62133590493894e-06,Low Risk
652,France,Female,34,6,97435.85,2,1,1,104331.76,0,0,5,SILVER,604,Mid-Age,Established,1,3,0,0,Medium,0,0.0001215861603273162,Low Risk
669,France,Female,42,9,0.0,2,0,0,135630.32,0,0,2,PLATINUM,526,Mid-Age,Established,0,1,1,0,High,2,0.013141218115588637,Low Risk
594,France,Male,35,2,133853.27,1,1,1,65361.66,0,0,1,GOLD,722,Mid-Age,New,1,3,1,1,Low,2,4.872628496501775e-07,Low Risk
756,Germany,Male,32,0,109528.16,2,1,1,56176.31,0,0,3,GOLD,516,Mid-Age,,1,3,0,0,Low,0,3.0937635625436154e-05,Low Risk
642,France,Female,33,4,84607.34,2,0,1,60059.47,0,0,5,GOLD,880,Mid-Age,Early,0,2,0,0,Low,0,0.006603594245850189,Low Risk
486,Germany,Male,37,1,101438.0,1,0,0,51364.56,0,0,3,PLATINUM,512,Mid-Age,New,1,1,0,1,Low,2,0.11243525552932075,Low Risk
804,France,Male,55,7,0.0,2,1,1,118752.6,0,0,5,SILVER,914,Senior,Established,0,3,0,0,Medium,0,0.0005266562591961988,Low Risk
629,France,Male,59,9,113657.83,1,1,1,116848.79,1,1,2,SILVER,968,Senior,Established,1,2,1,1,Medium,2,0.6517037195974531,High Risk
581,Spain,Female,44,7,189318.16,2,1,0,45026.23,1,1,5,SILVER,846,Mid-Age,Established,1,1,0,0,Low,1,0.999496347315477,High Risk
667,France,Male,31,3,99513.91,1,1,1,189657.26,0,0,3,GOLD,962,Mid-Age,Early,1,3,0,1,High,1,7.04446642092519e-06,Low Risk
667,Spain,Male,35,4,97585.32,2,0,0,57213.46,0,0,4,GOLD,369,Mid-Age,Early,1,1,0,0,Low,1,0.09601035190202578,Low Risk
679,France,Male,29,3,0.0,2,1,1,63687.06,0,0,5,PLATINUM,717,Young,Early,0,3,0,0,Low,0,4.014731902468013e-05,Low Risk
680,France,Female,43,4,0.0,2,1,1,58761.33,0,0,1,SILVER,528,Mid-Age,Early,0,3,1,0,Low,1,1.5982346730582965e-06,Low Risk
644,Spain,Male,32,3,136659.74,1,1,1,14187.78,0,0,3,SILVER,543,Mid-Age,Early,1,3,0,1,Low,1,6.967374239994545e-06,Low Risk
571,France,Female,30,4,85755.86,1,1,0,145115.95,0,0,5,DIAMOND,396,Young,Early,0,2,0,1,High,2,0.010871495035912069,Low Risk
627,Spain,Female,35,7,0.0,1,1,0,187718.26,0,0,4,GOLD,256,Mid-Age,Established,0,2,0,1,High,2,0.0018696184344670194,Low Risk
536,France,Male,39,4,0.0,2,1,0,27150.35,0,0,1,PLATINUM,422,Mid-Age,Early,0,2,1,0,Low,2,4.112744088162289e-05,Low Risk
599,Spain,Male,33,4,51690.89,1,1,0,111622.76,1,1,4,DIAMOND,811,Mid-Age,Early,0,1,0,1,Medium,2,0.9900661617814507,High Risk
744,Spain,Male,34,3,0.0,2,1,0,27244.35,0,0,2,PLATINUM,764,Mid-Age,Early,0,2,1,0,Low,2,5.35802794902664e-05,Low Risk
709,France,Female,34,2,111669.68,1,1,0,57029.66,0,0,4,DIAMOND,585,Mid-Age,New,1,2,0,1,Low,2,0.004192431005125713,Low Risk
653,Germany,Male,31,2,154741.45,2,0,0,25183.01,0,0,1,SILVER,733,Mid-Age,New,1,1,1,0,Low,2,0.007761944946098383,Low Risk
648,Germany,Male,31,7,125681.51,1,0,1,129980.93,0,0,4,GOLD,744,Mid-Age,Established,1,2,0,1,Medium,1,0.0019596156008844417,Low Risk
663,Germany,Female,37,8,155303.71,1,1,0,118716.63,0,0,1,SILVER,333,Mid-Age,Established,1,2,1,1,Medium,3,0.00023248895338364527,Low Risk
613,Germany,Female,43,4,140681.68,1,0,1,20134.07,0,0,3,PLATINUM,290,Mid-Age,Early,1,2,0,1,Low,1,0.005352135349287593,Low Risk
620,France,Male,28,9,71902.52,1,0,1,190208.23,0,0,5,SILVER,334,Young,Established,0,2,0,1,High,1,0.002173731692726543,Low Risk
661,France,Male,51,6,146606.6,1,1,1,68021.9,0,0,5,DIAMOND,259,Senior,Established,1,3,0,1,Medium,1,0.00073128226068325,Low Risk
669,Germany,Male,45,1,123949.75,1,0,0,110881.56,0,0,2,DIAMOND,298,Mid-Age,New,1,1,1,1,Medium,3,0.030490948652404364,Low Risk
767,Germany,Female,33,1,144753.21,1,1,1,132480.75,0,0,1,GOLD,541,Mid-Age,New,1,3,1,1,Medium,2,2.556130392454908e-06,Low Risk
491,France,Female,72,6,91285.22,1,1,1,7032.95,0,0,3,GOLD,277,Elder,Established,0,3,0,1,Low,1,0.0002547448811004961,Low Risk
653,France,Male,43,0,0.0,2,1,0,27862.58,0,0,2,SILVER,901,Mid-Age,,0,2,1,0,Low,2,0.0001768791292961006,Low Risk
679,Germany,Male,58,8,125850.53,2,1,1,87008.17,0,0,2,DIAMOND,572,Senior,Established,1,3,1,0,Medium,1,5.746277243648818e-05,Low Risk
687,France,Male,28,7,108116.66,1,1,1,27411.19,0,0,3,PLATINUM,387,Young,Established,1,3,0,1,Low,1,6.697440793256891e-06,Low Risk
837,France,Female,38,2,0.0,2,1,1,46395.21,0,0,4,SILVER,459,Mid-Age,New,0,3,0,0,Low,0,5.315271017428414e-05,Low Risk
850,France,Male,28,8,67639.56,2,1,1,194245.29,0,0,5,GOLD,990,Young,Established,0,3,0,0,High,0,3.5842886619793134e-05,Low Risk
663,Spain,Female,53,6,150200.23,1,0,1,151317.27,1,1,3,GOLD,654,Senior,Established,1,1,0,1,High,1,0.9994631664101639,High Risk
547,Spain,Female,22,7,141287.15,1,1,0,118142.79,0,0,5,PLATINUM,282,Young,Established,1,2,0,1,Medium,2,0.003982660267194898,Low Risk
627,France,Female,41,6,0.0,3,1,1,138700.75,1,1,4,DIAMOND,223,Mid-Age,Established,0,2,0,0,High,0,0.9131174994332562,High Risk
707,France,Male,37,1,0.0,2,0,1,6035.51,0,0,2,GOLD,788,Mid-Age,New,0,2,1,0,Low,1,7.292097125666965e-05,Low Risk
629,France,Female,43,0,0.0,2,1,1,41263.69,0,0,2,SILVER,908,Mid-Age,,0,3,1,0,Low,1,4.8590510772122335e-06,Low Risk
687,France,Female,36,4,97157.96,1,0,1,63185.05,0,0,2,PLATINUM,817,Mid-Age,Early,0,2,1,1,Low,2,0.0001356773893718843,Low Risk
588,France,Female,36,2,0.0,2,1,0,92536.0,1,1,3,DIAMOND,343,Mid-Age,New,0,1,0,0,Medium,1,0.9949443433664311,High Risk
502,Germany,Female,33,6,125241.17,2,1,1,158736.07,0,0,2,DIAMOND,742,Mid-Age,Established,1,3,1,0,High,1,8.173836621610038e-06,Low Risk
793,Germany,Male,54,2,128966.13,1,0,0,18633.4,1,1,5,SILVER,835,Senior,New,1,0,0,1,Low,2,0.9999992568396091,High Risk
727,Germany,Male,59,5,152581.06,1,1,0,71830.1,1,1,4,PLATINUM,599,Senior,Early,1,1,0,1,Medium,2,0.9998925117177916,High Risk
632,Spain,Female,32,1,0.0,2,1,0,19525.65,0,0,1,GOLD,523,Mid-Age,New,0,2,1,0,Low,2,5.4132232213517495e-05,Low Risk
474,Germany,Female,37,5,142688.57,2,1,1,110953.33,0,0,4,DIAMOND,822,Mid-Age,Early,1,3,0,0,Medium,0,0.00016356770829369948,Low Risk
850,Germany,Female,31,1,130089.56,2,1,1,4466.21,0,0,3,GOLD,729,Mid-Age,New,1,3,0,0,Low,0,5.5888364111054896e-05,Low Risk
584,France,Male,36,9,0.0,1,1,1,105818.51,0,0,3,PLATINUM,951,Mid-Age,Established,0,3,0,1,Medium,1,3.344304337601079e-06,Low Risk
713,France,Female,32,1,117094.02,1,0,0,149558.83,1,1,3,PLATINUM,829,Mid-Age,New,1,0,0,1,High,2,0.9999145913787412,High Risk
742,Spain,Male,24,8,0.0,2,1,0,4070.28,0,0,4,DIAMOND,255,Young,Established,0,2,0,0,Low,1,0.0007729426435239408,Low Risk
607,France,Female,39,10,0.0,3,1,0,132741.13,1,1,5,SILVER,480,Mid-Age,Established,0,1,0,0,Medium,1,0.9990533546891799,High Risk
761,Spain,Female,34,2,0.0,2,1,0,61251.25,0,0,3,SILVER,741,Mid-Age,New,0,2,0,0,Low,1,0.0010238739989885982,Low Risk
600,France,Male,49,7,90218.9,1,1,0,91347.76,0,0,4,DIAMOND,367,Senior,Established,0,2,0,1,Medium,2,0.01555955703142087,Low Risk
650,Spain,Male,42,4,194532.66,1,1,0,171045.31,1,1,3,PLATINUM,824,Mid-Age,Early,1,1,0,1,High,2,0.9912511498159854,High Risk
850,Germany,Male,56,1,169743.83,1,0,0,155850.4,1,1,1,DIAMOND,757,Senior,New,1,0,1,1,High,3,0.9999483675711576,High Risk
501,France,Female,34,5,0.0,1,1,0,27380.99,0,0,4,PLATINUM,501,Mid-Age,Early,0,2,0,1,Low,2,0.0022223636341248123,Low Risk
418,France,Male,34,8,155973.88,1,1,0,154208.96,0,0,4,GOLD,777,Mid-Age,Established,1,2,0,1,High,2,0.0015360913993405134,Low Risk
797,Spain,Male,59,4,129321.44,1,1,1,93624.55,0,0,3,GOLD,245,Senior,Early,1,3,0,1,Medium,1,0.00013499507753272775,Low Risk
788,Germany,Female,42,6,138650.49,2,1,0,64746.07,0,0,4,GOLD,372,Mid-Age,Established,1,2,0,0,Low,1,0.018519561255204802,Low Risk
699,Spain,Male,43,2,136487.86,2,1,0,82815.93,0,0,4,PLATINUM,237,Mid-Age,New,1,2,0,0,Medium,1,0.002520440480708677,Low Risk
616,France,Male,18,6,0.0,2,1,1,27308.58,0,0,3,PLATINUM,466,Young,Established,0,3,0,0,Low,0,3.479146112838077e-06,Low Risk
651,France,Female,41,4,38617.2,1,1,1,104876.8,0,0,1,SILVER,771,Mid-Age,Early,0,3,1,1,Medium,2,1.0795104783957066e-06,Low Risk
654,France,Female,28,7,0.0,2,1,0,151316.37,0,0,2,PLATINUM,660,Young,Established,0,2,1,0,High,2,0.00014935208804851653,Low Risk
676,France,Female,34,8,82909.14,1,1,0,91817.38,1,1,1,GOLD,502,Mid-Age,Established,0,1,1,1,Medium,3,0.8652466244730093,High Risk
708,Germany,Female,54,8,145151.4,1,0,1,125311.17,1,1,4,PLATINUM,863,Senior,Established,1,1,0,1,Medium,1,0.9998950608587136,High Risk
499,Spain,Female,42,0,147187.84,1,1,1,14868.94,1,1,5,SILVER,662,Mid-Age,,1,2,0,1,Low,1,0.961622350383325,High Risk
689,France,Male,39,4,0.0,2,1,0,196112.45,0,0,2,GOLD,969,Mid-Age,Early,0,2,1,0,High,2,9.76219097597596e-05,Low Risk
850,Spain,Male,54,7,108185.81,2,0,0,24093.4,1,1,3,PLATINUM,431,Senior,Established,1,0,0,0,Low,1,0.9999850852670505,High Risk
502,France,Male,30,4,0.0,2,1,1,66263.87,0,0,4,DIAMOND,396,Young,Early,0,3,0,0,Low,0,2.1427039580700137e-05,Low Risk
643,France,Male,34,7,0.0,2,0,1,100304.13,0,0,5,DIAMOND,520,Mid-Age,Established,0,2,0,0,Medium,0,0.0022000373597094286,Low Risk
762,France,Male,28,2,0.0,2,1,0,167909.52,0,0,2,DIAMOND,989,Young,New,0,2,1,0,High,2,8.330548080921993e-05,Low Risk
719,France,Male,49,5,105918.1,1,1,1,16246.59,0,0,1,DIAMOND,221,Senior,Early,1,3,1,1,Low,2,6.250939363343952e-06,Low Risk
789,France,Male,27,6,0.0,2,1,0,103603.65,0,0,5,GOLD,859,Young,Established,0,2,0,0,Medium,1,0.0024382290749744573,Low Risk
553,Spain,Male,42,7,0.0,2,1,0,7680.23,0,0,3,SILVER,869,Mid-Age,Established,0,2,0,0,Low,1,0.0005875454849451079,Low Risk
448,Spain,Male,25,2,0.0,2,0,0,95215.73,0,0,2,PLATINUM,843,Young,New,0,1,1,0,Medium,2,0.0024915063096199713,Low Risk
