creditscore,geography,gender,age,tenure,balance,numofproducts,has_credit_card,is_active_member,estimatedsalary,churn,complain,satisfaction_score,card_type,point_earned,age_group,tenure_group,high_balance_flag,engagement_score,low_satisfaction_flag,single_product_flag,salary_segment,risk_score,churn_probability,risk_segment,clv,retention_priority
714,Spain,Male,34,5,0.0,2,1,0,193040.32,0,0,3,SILVER,446,Mid-Age,Early,0,2,0,0,High,1,0.0004666047389949,Low Risk,19304.032000000003,Low Priority
626,Germany,Female,23,6,85897.95,1,1,0,109742.8,0,0,2,SILVER,906,Young,Established,0,2,1,1,Medium,3,0.0002742065037936,Low Risk,96872.23,Low Priority
697,France,Male,36,7,0.0,2,1,1,74760.32,0,0,2,DIAMOND,471,Mid-Age,Established,0,3,1,0,Medium,1,8.945158236654197e-07,Low Risk,7476.032000000001,Low Priority
850,Germany,Female,31,4,164672.66,1,0,1,61936.1,0,0,1,PLATINUM,519,Mid-Age,Early,1,2,1,1,Low,2,0.0001479696335204,Low Risk,170866.27000000002,Low Priority
737,Germany,Female,45,2,99169.67,2,1,1,78650.95,0,0,5,GOLD,875,Mid-Age,New,1,3,0,0,Medium,0,0.0005195379631563,Low Risk,107034.765,Low Priority
812,France,Male,29,6,0.0,2,0,0,168023.6,0,0,1,DIAMOND,705,Young,Established,0,1,1,0,High,2,0.0023075624911574,Low Risk,16802.36,Low Priority
583,France,Male,36,8,0.0,2,0,1,5571.59,0,0,4,PLATINUM,623,Mid-Age,Established,0,2,0,0,Low,0,0.0008729143024259,Low Risk,557.159,Low Priority
730,Germany,Female,37,5,124053.03,1,1,0,118591.67,0,0,4,DIAMOND,593,Mid-Age,Early,1,2,0,1,Medium,2,0.0103335686150704,Low Risk,135912.197,Low Priority
677,France,Male,36,4,0.0,2,1,0,7824.31,0,0,3,PLATINUM,760,Mid-Age,Early,0,2,0,0,Low,1,0.0005866536857421,Low Risk,782.431,Low Priority
748,Germany,Female,40,3,103499.09,2,0,0,38153.19,0,0,1,SILVER,717,Mid-Age,Early,1,1,1,0,Low,2,0.0270927986007531,Low Risk,107314.409,Low Priority
753,Germany,Female,38,9,151766.71,1,1,1,180829.99,0,0,1,GOLD,873,Mid-Age,Established,1,3,1,1,High,2,2.5442622558859472e-06,Low Risk,169849.709,Low Priority
634,Spain,Female,36,1,0.0,1,1,1,143960.72,0,0,3,GOLD,972,Mid-Age,New,0,3,0,1,High,1,1.1020205994576827e-05,Low Risk,14396.072,Low Priority
622,France,Male,29,7,101486.96,1,1,1,8788.35,0,0,1,PLATINUM,327,Young,Established,1,3,1,1,Low,2,3.932948169925993e-07,Low Risk,102365.79500000001,Low Priority
699,Germany,Male,36,2,123601.56,2,1,0,103557.85,0,0,3,GOLD,500,Mid-Age,New,1,2,0,0,Medium,1,0.0022911181078035,Low Risk,133957.345,Low Priority
570,Germany,Male,38,1,127201.58,1,1,0,147168.28,1,1,2,PLATINUM,509,Mid-Age,New,1,1,1,1,High,3,0.9746087127777232,High Risk,141918.408,Critical Priority
552,Germany,Male,33,3,144962.74,1,1,0,58844.84,1,1,2,SILVER,554,Mid-Age,Early,1,1,1,1,Low,3,0.9702266379622226,High Risk,150847.224,Critical Priority
619,France,Female,48,4,0.0,1,0,0,18094.96,1,1,5,GOLD,812,Senior,Early,0,0,0,1,Low,2,0.9999981415055104,High Risk,1809.496,Low Priority
714,Spain,Male,33,8,122017.19,1,0,0,162515.17,0,0,5,DIAMOND,504,Mid-Age,Established,1,1,0,1,High,2,0.1465439422201073,Low Risk,138268.707,Low Priority
503,Spain,Male,32,9,100262.88,2,1,1,157921.25,0,0,1,DIAMOND,685,Mid-Age,Established,1,3,1,0,High,1,3.130734427264696e-07,Low Risk,116055.005,Low Priority
685,Spain,Female,43,6,117302.62,1,0,0,68701.73,0,0,4,DIAMOND,975,Mid-Age,Established,1,1,0,1,Medium,2,0.2077231061095684,Low Risk,124172.79299999999,Low Priority
606,France,Female,35,0,135984.15,2,1,0,186778.89,0,0,1,SILVER,337,Mid-Age,,1,2,1,0,High,2,0.0002181208116517,Low Risk,154662.039,Low Priority
678,France,Male,38,3,0.0,2,1,0,66561.6,0,0,1,SILVER,331,Mid-Age,Early,0,2,1,0,Low,2,4.915817290984058e-05,Low Risk,6656.160000000001,Low Priority
724,Germany,Male,31,2,160997.54,2,0,1,64831.36,0,0,4,DIAMOND,406,Mid-Age,New,1,2,0,0,Low,0,0.0043400601757497,Low Risk,167480.676,Low Priority
779,Germany,Female,37,2,128389.63,1,1,1,6589.16,1,1,2,DIAMOND,560,Mid-Age,New,1,2,1,1,Low,2,0.5054587968583169,Medium Risk,129048.546,Low Priority
638,Spain,Male,35,1,0.0,2,1,0,165370.66,0,0,2,SILVER,456,Mid-Age,New,0,2,1,0,High,2,7.73148904627435e-05,Low Risk,16537.066000000003,Low Priority
610,Spain,Female,50,5,130554.51,3,1,0,184758.17,1,1,2,SILVER,821,Senior,Early,1,1,1,0,High,2,0.9977377079991596,High Risk,149030.327,Critical Priority
646,Germany,Female,57,6,90212.0,1,1,0,13911.27,1,1,4,PLATINUM,594,Senior,Established,0,1,0,1,Low,2,0.9999370115585132,High Risk,91603.127,Low Priority
628,France,Female,29,9,71996.29,1,1,1,34857.46,0,0,4,DIAMOND,221,Young,Established,0,3,0,1,Low,1,3.411201370736918e-05,Low Risk,75482.036,Low Priority
528,France,Female,32,4,85615.66,2,1,0,156192.43,0,0,2,SILVER,518,Mid-Age,Early,0,2,1,0,High,2,0.0002466575258548,Low Risk,101234.903,Low Priority
432,France,Female,27,6,62339.81,2,0,0,53874.67,0,0,1,GOLD,522,Young,Established,0,1,1,0,Low,2,0.0051163605071721,Low Risk,67727.277,Low Priority
622,Spain,Female,47,6,142319.03,1,0,0,100183.05,0,0,4,DIAMOND,578,Senior,Established,1,1,0,1,Medium,2,0.67375376959066,High Risk,152337.335,Critical Priority
721,France,Male,54,5,0.0,2,1,1,4493.12,0,0,5,DIAMOND,863,Senior,Early,0,3,0,0,Low,0,0.0006390916415583,Low Risk,449.312,Low Priority
614,Spain,Male,36,5,0.0,2,1,0,130610.78,0,0,1,GOLD,877,Mid-Age,Early,0,2,1,0,Medium,2,2.028635422213445e-05,Low Risk,13061.078000000001,Low Priority
634,France,Female,24,2,87413.19,1,1,0,63340.65,0,0,5,GOLD,505,Young,New,0,2,0,1,Low,2,0.0062356563699355,Low Risk,93747.255,Low Priority
742,France,Female,29,4,0.0,2,1,1,180066.59,0,0,4,GOLD,646,Young,Early,0,3,0,0,High,0,4.292937427482123e-05,Low Risk,18006.659,Low Priority
516,France,Female,45,4,0.0,1,1,0,95273.73,1,1,5,SILVER,255,Mid-Age,Early,0,1,0,1,Medium,2,0.9993121737269844,High Risk,9527.373,Low Priority
718,France,Male,35,3,97560.16,1,1,1,53511.74,0,0,2,DIAMOND,747,Mid-Age,Early,1,3,1,1,Low,2,1.2480863144866764e-06,Low Risk,102911.334,Low Priority
636,Germany,Male,30,8,141787.31,2,1,1,109685.61,0,0,3,SILVER,405,Young,Established,1,3,0,0,Medium,0,2.52401173493055e-05,Low Risk,152755.87099999998,Low Priority
691,Spain,Male,36,7,129934.64,1,0,0,75664.56,1,1,1,DIAMOND,728,Mid-Age,Established,1,0,1,1,Medium,3,0.995328469036062,High Risk,137501.096,Low Priority
698,France,Female,37,2,166178.02,2,1,1,71972.95,0,0,5,PLATINUM,275,Mid-Age,New,1,3,0,0,Medium,0,0.0001777918442677,Low Risk,173375.315,Low Priority
712,Spain,Female,39,5,163097.55,2,1,1,23702.42,0,0,2,GOLD,893,Mid-Age,Early,1,3,1,0,Low,1,3.1427723626786416e-06,Low Risk,165467.792,Low Priority
659,France,Male,20,8,0.0,2,0,0,112572.02,0,0,5,GOLD,833,Young,Established,0,1,0,0,Medium,1,0.08475845591796,Low Risk,11257.202000000001,Low Priority
573,Spain,Male,44,8,0.0,2,0,0,62424.46,0,0,1,DIAMOND,547,Mid-Age,Established,0,1,1,0,Low,2,0.0022828356583739,Low Risk,6242.446,Low Priority
778,Germany,Female,35,1,151958.19,3,1,1,131238.37,1,1,4,GOLD,420,Mid-Age,New,1,2,0,0,Medium,0,0.962828135125396,High Risk,165082.027,Critical Priority
732,France,Male,46,0,0.0,2,1,1,184350.78,0,0,3,DIAMOND,461,Senior,,0,3,0,0,High,0,0.0001208461076856,Low Risk,18435.078,Low Priority
550,Germany,Male,33,4,118400.91,1,0,1,13999.64,1,1,3,PLATINUM,362,Mid-Age,Early,1,1,0,1,Low,1,0.993292554619754,High Risk,119800.87400000001,Low Priority
790,Spain,Male,20,8,0.0,2,1,0,168152.76,0,0,5,GOLD,425,Young,Established,0,2,0,0,High,1,0.0013438443301088,Low Risk,16815.276,Low Priority
665,Germany,Female,43,2,116322.27,4,1,0,35640.12,1,1,5,GOLD,392,Mid-Age,New,1,1,0,0,Low,1,0.9998989272234402,High Risk,119886.282,Low Priority
728,Spain,Female,43,5,0.0,1,1,1,120088.17,0,0,5,GOLD,924,Mid-Age,Early,0,3,0,1,Medium,1,6.599678093356372e-05,Low Risk,12008.817000000001,Low Priority
645,Spain,Female,29,4,0.0,2,1,1,74346.11,0,0,4,GOLD,268,Young,Early,0,3,0,0,Medium,0,2.9785871346273157e-05,Low Risk,7434.611000000001,Low Priority
647,Germany,Male,30,6,143138.91,2,1,0,2955.46,0,0,3,PLATINUM,896,Young,Established,1,2,0,0,Low,1,0.0021254029262019,Low Risk,143434.456,Low Priority
596,Spain,Male,32,4,0.0,2,0,1,146504.35,0,0,3,PLATINUM,826,Mid-Age,Early,0,2,0,0,High,0,0.0002790945729546,Low Risk,14650.435000000001,Low Priority
610,France,Male,40,9,0.0,1,1,1,149602.54,0,0,3,SILVER,613,Mid-Age,Established,0,3,0,1,High,1,6.371116968184912e-06,Low Risk,14960.254,Low Priority
512,France,Male,36,0,129804.17,1,1,0,53020.9,0,0,2,PLATINUM,349,Mid-Age,,1,2,1,1,Low,3,0.0001426649425716,Low Risk,135106.26,Low Priority
768,Germany,Male,37,9,108308.11,1,1,0,41788.25,1,1,1,GOLD,346,Mid-Age,Established,1,1,1,1,Low,3,0.9069769952798784,High Risk,112486.935,Low Priority
666,Germany,Male,30,3,110153.27,1,0,1,74849.46,0,0,2,GOLD,990,Young,Early,1,2,1,1,Medium,2,0.0001726983419749,Low Risk,117638.216,Low Priority
700,Germany,Female,30,4,116377.48,1,1,1,134417.31,0,0,1,SILVER,635,Young,Early,1,3,1,1,High,2,3.4270747370422398e-06,Low Risk,129819.211,Low Priority
651,Germany,Female,37,10,117791.06,2,1,1,75837.58,0,0,2,GOLD,276,Mid-Age,Established,1,3,1,0,Medium,1,6.201477285080073e-06,Low Risk,125374.818,Low Priority
542,Spain,Female,26,2,0.0,2,1,1,54869.54,0,0,2,PLATINUM,303,Young,New,0,3,1,0,Low,1,1.3722707645781642e-06,Low Risk,5486.954000000001,Low Priority
686,France,Female,35,8,105419.73,1,1,0,35356.46,0,0,5,DIAMOND,887,Mid-Age,Established,1,2,0,1,Low,2,0.0076501601360882,Low Risk,108955.37599999999,Low Priority
850,Germany,Female,47,4,99219.47,2,1,1,122141.13,0,0,1,GOLD,630,Senior,Early,1,3,1,0,Medium,1,3.112315245741239e-05,Low Risk,111433.583,Low Priority
658,Germany,Female,55,8,119327.93,1,0,1,119439.66,0,0,5,DIAMOND,397,Senior,Established,1,2,0,1,Medium,1,0.1991450936846603,Low Risk,131271.896,Low Priority
448,France,Female,36,6,83947.12,2,1,0,81999.53,0,0,4,SILVER,524,Mid-Age,Established,0,2,0,0,Medium,1,0.0043256456004877,Low Risk,92147.07299999999,Low Priority
609,Spain,Male,32,4,99883.16,1,1,1,120594.85,0,0,3,PLATINUM,887,Mid-Age,Early,1,3,0,1,Medium,1,4.0322643449690215e-06,Low Risk,111942.645,Low Priority
704,France,Male,50,4,165438.26,1,1,0,120770.75,1,1,4,GOLD,705,Senior,Early,1,1,0,1,Medium,2,0.9996287518921269,High Risk,177515.33500000002,Critical Priority
698,France,Male,31,1,156111.24,1,0,0,134790.74,0,0,1,GOLD,941,Mid-Age,New,1,1,1,1,High,3,0.0025728041805946,Low Risk,169590.31399999998,Low Priority
759,France,Male,44,2,111095.58,2,1,0,100137.7,0,0,4,DIAMOND,784,Mid-Age,New,1,2,0,0,Medium,1,0.0035452759037841,Low Risk,121109.35,Low Priority
677,France,Female,56,0,119963.45,1,0,0,158325.87,1,1,2,SILVER,522,Senior,,1,0,1,1,High,3,0.9999805704356386,High Risk,135796.037,Low Priority
544,Spain,Male,22,4,0.0,2,1,0,70007.67,0,0,3,SILVER,597,Young,Early,0,2,0,0,Medium,1,0.0003122268574946,Low Risk,7000.767,Low Priority
567,Spain,Male,35,8,153137.74,1,1,0,88659.07,0,0,2,PLATINUM,549,Mid-Age,Established,1,2,1,1,Medium,3,5.2832438993195445e-05,Low Risk,162003.647,Low Priority
490,Spain,Male,40,6,156111.08,1,0,0,190889.13,0,0,3,SILVER,759,Mid-Age,Established,1,1,0,1,High,2,0.0506310331161894,Low Risk,175199.993,Low Priority
626,France,Male,34,7,113014.7,2,1,1,56646.28,0,0,5,SILVER,664,Mid-Age,Established,1,3,0,0,Low,0,5.430275886834149e-05,Low Risk,118679.328,Low Priority
718,Germany,Male,43,5,132615.73,2,1,0,32999.1,0,0,3,SILVER,795,Mid-Age,Early,1,2,0,0,Low,1,0.003620361324247,Low Risk,135915.64,Low Priority
616,France,Male,44,5,102016.38,1,0,1,178235.37,1,1,4,GOLD,830,Mid-Age,Early,1,1,0,1,High,1,0.9959157344423872,High Risk,119839.917,Low Priority
772,France,Female,35,9,0.0,1,0,1,25448.31,0,0,2,SILVER,615,Mid-Age,Established,0,2,1,1,Low,2,8.794331806334303e-05,Low Risk,2544.831,Low Priority
561,France,Male,32,5,0.0,2,1,0,84871.99,0,0,4,SILVER,332,Mid-Age,Early,0,2,0,0,Medium,1,0.0012274089183339,Low Risk,8487.199,Low Priority
814,France,Male,49,8,0.0,2,0,0,157822.54,0,0,3,GOLD,539,Senior,Established,0,1,0,0,High,1,0.2847693541160025,Low Risk,15782.254,Low Priority
651,France,Female,56,4,0.0,1,0,0,84383.22,1,1,1,PLATINUM,517,Senior,Early,0,0,1,1,Medium,3,0.9998620087492516,High Risk,8438.322,Low Priority
538,Germany,Female,42,4,80380.24,1,1,0,119216.46,0,0,1,DIAMOND,374,Mid-Age,Early,0,2,1,1,Medium,3,0.000290203846727,Low Risk,92301.886,Low Priority
600,France,Female,26,6,108909.12,1,1,0,82547.01,0,0,4,SILVER,804,Young,Established,1,2,0,1,Medium,2,0.0030104106844781,Low Risk,117163.821,Low Priority
654,France,Female,35,2,90865.8,1,1,1,86764.46,0,0,5,GOLD,647,Mid-Age,New,0,3,0,1,Medium,1,8.85322974782949e-05,Low Risk,99542.246,Low Priority
622,France,Male,40,4,99799.76,2,1,0,197372.13,0,0,1,DIAMOND,457,Mid-Age,Early,1,2,1,0,High,2,7.987939151065265e-05,Low Risk,119536.973,Low Priority
682,France,Male,28,10,200724.96,1,0,1,82872.64,1,1,2,SILVER,503,Young,Established,1,1,1,1,Medium,2,0.8821077995524385,High Risk,209012.224,Critical Priority
610,Spain,Female,37,10,140363.95,2,1,1,129563.86,0,0,3,GOLD,929,Mid-Age,Established,1,3,0,0,Medium,0,1.2793240567127284e-05,Low Risk,153320.336,Low Priority
795,France,Female,36,1,151844.64,1,1,1,135388.89,0,0,3,SILVER,605,Mid-Age,New,1,3,0,1,High,1,3.059541422899064e-05,Low Risk,165383.529,Low Priority
557,France,Female,27,2,0.0,2,0,1,4497.55,0,0,3,SILVER,803,Young,New,0,2,0,0,Low,0,0.0010648767906235,Low Risk,449.75500000000005,Low Priority
824,Germany,Male,49,8,133231.48,1,1,1,67885.37,0,0,1,PLATINUM,927,Senior,Established,1,3,1,1,Medium,2,8.880084236774412e-06,Low Risk,140020.01700000002,Low Priority
698,France,Male,27,7,0.0,2,1,0,111471.55,0,0,5,GOLD,766,Young,Established,0,2,0,0,Medium,1,0.0023068855134752,Low Risk,11147.155,Low Priority
630,France,Female,36,8,126598.99,2,1,1,134407.93,0,0,2,PLATINUM,970,Mid-Age,Established,1,3,1,0,High,1,2.7353532855177967e-06,Low Risk,140039.783,Low Priority
609,Germany,Female,71,6,113317.1,1,1,0,108258.22,1,1,1,PLATINUM,877,Elder,Established,1,1,1,1,Medium,3,0.9963662541687656,High Risk,124142.922,Low Priority
694,France,Male,47,4,0.0,2,1,0,197528.62,0,0,2,SILVER,782,Senior,Early,0,2,1,0,High,2,0.0009438891228659,Low Risk,19752.862,Low Priority
681,France,Female,58,8,93173.88,1,1,1,139761.25,0,0,2,DIAMOND,797,Senior,Established,0,3,1,1,High,2,3.992708738465156e-05,Low Risk,107150.005,Low Priority
721,Spain,Female,32,10,0.0,1,1,0,136119.96,1,1,5,SILVER,579,Mid-Age,Established,0,1,0,1,High,2,0.9973451694786908,High Risk,13611.996,Low Priority
563,Germany,Male,44,7,105007.31,2,1,1,197812.16,0,0,4,GOLD,481,Mid-Age,Established,1,3,0,0,High,0,9.563092002003984e-05,Low Risk,124788.526,Low Priority
654,Spain,Female,32,2,0.0,1,1,1,51972.92,1,1,5,DIAMOND,580,Mid-Age,New,0,2,0,1,Low,1,0.8608874293421246,High Risk,5197.292,Low Priority
659,Spain,Male,27,4,0.0,2,1,0,99341.87,0,0,4,PLATINUM,613,Young,Early,0,2,0,0,Medium,1,0.0008097409509728,Low Risk,9934.187,Low Priority
674,Germany,Female,44,4,131593.85,1,0,1,171345.02,1,1,2,GOLD,558,Mid-Age,Early,1,1,1,1,High,2,0.9895286061465894,High Risk,148728.352,Critical Priority
576,Germany,Male,44,9,119530.52,1,1,0,119056.68,1,1,4,SILVER,802,Mid-Age,Established,1,1,0,1,Medium,2,0.998287967830488,High Risk,131436.188,Low Priority
566,Germany,Male,54,4,118614.6,2,1,1,172601.62,0,0,3,SILVER,572,Senior,Early,1,3,0,0,High,0,0.0005098835421139,Low Risk,135874.76200000002,Low Priority
545,Germany,Male,37,9,95829.13,2,0,1,104936.88,0,0,5,GOLD,406,Mid-Age,Established,0,2,0,0,Medium,0,0.0065408600930544,Low Risk,106322.818,Low Priority
798,France,Male,36,1,0.0,2,1,1,159044.1,0,0,4,GOLD,604,Mid-Age,New,0,3,0,0,High,0,2.1205911128798973e-05,Low Risk,15904.410000000002,Low Priority
757,France,Male,38,0,0.0,1,1,0,83263.06,0,0,1,PLATINUM,537,Mid-Age,,0,2,1,1,Medium,3,3.614789907110101e-05,Low Risk,8326.306,Low Priority
641,France,Male,50,6,153590.73,2,1,1,130910.78,0,0,4,SILVER,656,Senior,Established,1,3,0,0,Medium,0,0.0003315804577413,Low Risk,166681.80800000002,Low Priority
718,France,Male,29,2,0.0,1,1,0,126336.72,0,0,1,GOLD,422,Young,New,0,2,1,1,Medium,3,2.454741261725553e-05,Low Risk,12633.672,Low Priority
699,France,Male,64,9,113109.52,1,1,0,27980.8,1,1,2,SILVER,787,Elder,Established,1,1,1,1,Low,3,0.98808144708909,High Risk,115907.6,Low Priority
623,France,Female,35,0,130557.24,1,1,1,47880.71,0,0,5,DIAMOND,936,Mid-Age,,1,3,0,1,Low,1,0.0001701576676922,Low Risk,135345.31100000002,Low Priority
644,France,Male,40,8,93183.19,1,1,0,73882.49,0,0,3,GOLD,617,Mid-Age,Established,0,2,0,1,Medium,2,0.0005891362684642,Low Risk,100571.439,Low Priority
586,France,Male,58,7,151933.63,1,1,0,162960.05,1,1,4,SILVER,894,Senior,Established,1,1,0,1,High,2,0.9997681049365188,High Risk,168229.635,Critical Priority
500,Germany,Male,30,2,125495.64,2,1,1,68807.47,0,0,3,SILVER,276,Young,New,1,3,0,0,Medium,0,3.290802073363677e-05,Low Risk,132376.387,Low Priority
583,France,Female,42,7,0.0,2,1,0,144039.05,0,0,4,PLATINUM,443,Mid-Age,Established,0,2,0,0,High,1,0.0044328672974933,Low Risk,14403.904999999999,Low Priority
595,Germany,Female,26,8,118547.72,1,1,1,151192.18,0,0,4,PLATINUM,388,Young,Established,1,3,0,1,High,1,8.319928480647253e-05,Low Risk,133666.938,Low Priority
670,Spain,Male,43,1,97792.21,1,0,0,120225.62,0,0,4,SILVER,701,Mid-Age,New,1,1,0,1,Medium,2,0.1139161662001534,Low Risk,109814.77200000001,Low Priority
610,France,Male,41,6,0.0,3,0,0,56118.81,1,1,2,PLATINUM,813,Mid-Age,Established,0,0,1,0,Low,2,0.9988866819227696,High Risk,5611.881,Low Priority
814,Spain,Female,72,2,0.0,2,0,1,130853.03,0,0,1,SILVER,836,Elder,New,0,2,1,0,Medium,1,0.000598003210087,Low Risk,13085.303,Low Priority
660,France,Female,40,8,167181.01,1,1,1,185156.94,0,0,2,DIAMOND,736,Mid-Age,Established,1,3,1,1,High,2,3.654698114640405e-06,Low Risk,185696.704,Low Priority
580,Germany,Male,35,9,121355.19,1,0,1,35671.45,0,0,2,SILVER,235,Mid-Age,Established,1,2,1,1,Low,2,0.0001572066848144,Low Risk,124922.335,Low Priority
850,France,Female,81,1,0.0,2,1,1,59568.24,0,0,3,GOLD,886,Elder,New,0,3,0,0,Low,0,0.000409016366191,Low Risk,5956.8240000000005,Low Priority
676,Spain,Male,35,0,0.0,2,0,0,139911.58,0,0,3,SILVER,543,Mid-Age,,0,1,0,0,High,1,0.0456893698356772,Low Risk,13991.158,Low Priority
578,France,Male,46,5,113226.47,1,1,0,56770.76,0,0,4,PLATINUM,916,Senior,Early,1,2,0,1,Low,2,0.0137090131249833,Low Risk,118903.546,Low Priority
579,France,Female,33,1,118392.75,1,1,1,157564.75,0,0,1,DIAMOND,793,Mid-Age,New,1,3,1,1,High,2,1.2599386057292864e-06,Low Risk,134149.225,Low Priority
711,Germany,Female,52,8,145262.54,1,0,1,131473.31,0,0,1,SILVER,282,Senior,Established,1,2,1,1,Medium,2,0.0021804414299324,Low Risk,158409.871,Low Priority
692,France,Male,40,6,163505.16,1,0,0,90424.09,0,0,4,DIAMOND,675,Mid-Age,Established,1,1,0,1,Medium,2,0.1356479414740151,Low Risk,172547.56900000002,Low Priority
760,Spain,Female,33,1,118114.28,2,0,1,156660.21,0,0,2,SILVER,348,Mid-Age,New,1,2,1,0,High,1,0.0001976839943609,Low Risk,133780.301,Low Priority
630,Germany,Female,51,0,108449.23,3,0,0,88372.69,1,1,2,GOLD,295,Senior,,1,0,1,0,Medium,2,0.999991863022152,High Risk,117286.499,Low Priority
808,France,Male,32,1,0.0,2,1,1,46200.71,0,0,4,GOLD,870,Mid-Age,New,0,3,0,0,Low,0,1.4731743063057563e-05,Low Risk,4620.071,Low Priority
611,Germany,Female,36,10,103294.56,1,1,0,160548.12,0,0,4,PLATINUM,296,Mid-Age,Established,1,2,0,1,High,2,0.0071541812202174,Low Risk,119349.372,Low Priority
697,France,Female,42,1,0.0,1,1,0,1262.83,1,1,3,DIAMOND,603,Mid-Age,New,0,1,0,1,Low,2,0.9958753519348842,High Risk,126.283,Low Priority
655,France,Female,38,6,0.0,1,1,1,188639.28,0,0,3,SILVER,333,Mid-Age,Established,0,3,0,1,High,1,1.744694336246107e-05,Low Risk,18863.928,Low Priority
601,Spain,Male,28,6,0.0,2,1,0,14665.28,0,0,4,PLATINUM,541,Young,Established,0,2,0,0,Low,1,0.0008860043911508,Low Risk,1466.5280000000002,Low Priority
755,France,Male,42,2,119919.12,1,1,0,156868.21,0,0,1,PLATINUM,765,Mid-Age,New,1,2,1,1,High,3,5.790608522282524e-05,Low Risk,135605.941,Low Priority
553,France,Male,37,1,0.0,1,1,0,30461.55,0,0,5,DIAMOND,623,Mid-Age,New,0,2,0,1,Low,2,0.0036501638650384,Low Risk,3046.155,Low Priority
723,France,Male,28,4,0.0,2,1,1,123885.88,0,0,5,SILVER,467,Young,Early,0,3,0,0,Medium,0,3.990482785610112e-05,Low Risk,12388.588000000002,Low Priority
507,Spain,Female,34,4,0.0,2,1,1,60688.38,0,0,3,DIAMOND,392,Mid-Age,Early,0,3,0,0,Low,0,1.358002475980966e-05,Low Risk,6068.838,Low Priority
777,France,Male,43,1,0.0,2,1,0,21785.91,0,0,2,GOLD,984,Mid-Age,New,0,2,1,0,Low,2,0.0001250060507818,Low Risk,2178.591,Low Priority
566,France,Male,34,3,0.0,1,0,0,188135.69,0,0,4,GOLD,999,Mid-Age,Early,0,1,0,1,High,2,0.0684890178135425,Low Risk,18813.569,Low Priority
732,France,Male,26,7,0.0,2,1,0,154364.66,0,0,3,DIAMOND,994,Young,Established,0,2,0,0,High,1,0.0004814662207962,Low Risk,15436.466,Low Priority
697,France,Female,42,10,0.0,2,1,0,61312.15,0,0,5,GOLD,867,Mid-Age,Established,0,2,0,0,Low,1,0.007391923152231,Low Risk,6131.215,Low Priority
555,France,Male,29,4,128744.04,1,1,1,47454.93,0,0,3,GOLD,899,Young,Early,1,3,0,1,Low,1,8.584336067378791e-06,Low Risk,133489.533,Low Priority
584,Germany,Female,62,9,137727.34,2,0,1,121102.9,0,0,5,DIAMOND,581,Elder,Established,1,2,0,0,Medium,0,0.1328603795161638,Low Risk,149837.63,Low Priority
705,Germany,Female,44,10,106731.58,1,1,0,137419.87,1,1,4,PLATINUM,531,Mid-Age,Established,1,1,0,1,High,2,0.9992373155354812,High Risk,120473.56700000001,Low Priority
688,France,Female,38,7,123544.21,1,1,1,157664.02,0,0,4,PLATINUM,868,Mid-Age,Established,1,3,0,1,High,1,4.64958144038368e-05,Low Risk,139310.612,Low Priority
626,France,Female,37,2,133968.96,2,1,0,148689.65,0,0,2,DIAMOND,321,Mid-Age,New,1,2,1,0,High,2,0.0004403651540495,Low Risk,148837.925,Low Priority
636,Spain,Male,76,9,126534.6,1,1,1,39789.62,0,0,4,DIAMOND,847,Elder,Established,1,3,0,1,Low,1,0.0002195411501746,Low Risk,130513.562,Low Priority
719,Spain,Female,35,8,0.0,1,1,1,165162.4,0,0,5,DIAMOND,569,Mid-Age,Established,0,3,0,1,High,1,5.10805020765325e-05,Low Risk,16516.24,Low Priority
706,Spain,Male,30,6,87609.68,2,0,0,137674.55,1,1,4,SILVER,643,Young,Established,0,0,0,0,High,1,0.9999189601443612,High Risk,101377.135,Low Priority
731,Spain,Male,41,3,0.0,2,1,0,101371.72,0,0,4,PLATINUM,292,Mid-Age,Early,0,2,0,0,Medium,1,0.0014462365368003,Low Risk,10137.172,Low Priority
738,Spain,Male,49,3,0.0,3,1,1,65066.48,1,1,2,PLATINUM,460,Senior,Early,0,2,1,0,Low,1,0.5635418816833513,Medium Risk,6506.648000000001,Low Priority
426,France,Male,34,9,0.0,2,1,0,107876.91,0,0,2,PLATINUM,767,Mid-Age,Established,0,2,1,0,Medium,2,4.494300464523124e-05,Low Risk,10787.691,Low Priority
622,Spain,Female,36,0,108960.0,2,1,0,111180.3,1,1,1,PLATINUM,532,Mid-Age,,1,1,1,0,Medium,2,0.9282777531502452,High Risk,120078.03,Low Priority
701,Spain,Female,30,2,0.0,2,1,0,115650.63,0,0,1,DIAMOND,528,Young,New,0,2,1,0,Medium,2,6.218500290488708e-05,Low Risk,11565.063000000002,Low Priority
512,France,Male,51,6,144953.31,1,1,1,165035.17,0,0,2,PLATINUM,339,Senior,Established,1,3,1,1,High,2,1.6078195122390956e-05,Low Risk,161456.827,Low Priority
635,France,Male,41,4,103544.88,2,1,0,193746.55,0,0,2,GOLD,439,Mid-Age,Early,1,2,1,0,High,2,0.0001849058725289,Low Risk,122919.535,Low Priority
685,France,Male,33,6,0.0,1,1,0,58458.26,0,0,4,DIAMOND,993,Mid-Age,Established,0,2,0,1,Low,2,0.0009257313724294,Low Risk,5845.826000000001,Low Priority
